suite,background,method,n,improved,unchanged,worsened,clipped,gained3,lost3,gained45,lost45,mean_gain,min_gain,max_gain,background_distance_violations
sweep,#F5F5F5,1.2,274625,273422,8,1195,227969,32846,2,44841,0,2.452196248636064,-0.0499262667983853,14.415425800813322,0
sweep,#F5F5F5,1.225,274625,273345,8,1272,231750,36082,2,48697,0,2.6744778898073456,-0.05612353273557069,14.690649649328247,0
sweep,#F5F5F5,1.25,274625,273271,8,1346,235321,38257,2,51262,0,2.888043683718715,-0.0623112030045192,14.946826488757775,0
sweep,#F5F5F5,1.275,274625,273192,8,1425,238688,40264,2,55810,0,3.092120544733557,-0.06848929987447594,15.185331698582571,0
sweep,#F5F5F5,1.3,274625,273120,8,1497,241857,43008,4,58010,0,3.28665473867378,-0.07465784554582733,15.4074636473027,0
sweep,#F5F5F5,1.325,274625,273063,8,1554,244834,44742,4,61259,0,3.4724096627174927,-0.08081686215037553,15.614440495922297,0
sweep,#F5F5F5,1.35,274625,272997,8,1620,247625,46406,4,63314,0,3.6509356056026405,-0.08696637175159427,15.807399582549413,0
sweep,#F5F5F5,1.375,274625,272926,8,1691,250236,48972,4,66447,0,3.824412132231793,-0.09310639634489437,15.987398664583932,0
sweep,#F5F5F5,1.4,274625,272865,8,1752,252673,50459,4,68009,0,3.995411849873,-0.0992369578578911,16.155418455797992,0
sweep,#F5F5F5,1.425,274625,272809,8,1808,252673,51709,4,70952,0,4.150543715666686,-0.1053580781506609,16.155418455797992,0
sweep,#F5F5F5,1.45,274625,272754,8,1863,254942,52887,4,72472,0,4.3030849605281976,-0.11146977901599886,16.31236602643671,0
sweep,#F5F5F5,1.475,274625,272686,8,1931,257049,55492,4,73879,0,4.459728291335369,-0.11757208217968351,16.459078739324937,0
sweep,#F5F5F5,1.5,274625,272635,8,1982,257049,56450,12,76584,0,4.594941355999519,-0.12366500930073077,16.459078739324937,0
sweep,#F5F5F5,1.525,274625,272573,8,2044,259000,57414,12,77851,0,4.738101539213865,-0.12974858197164885,16.596328477963542,0
sweep,#F5F5F5,1.55,274625,272520,8,2097,259000,58365,12,79056,0,4.8686101018158165,-0.13582282171869586,16.596328477963542,0
sweep,#F5F5F5,1.575,274625,272474,8,2143,260801,60665,12,81593,0,5.001382292278967,-0.14188775000213383,16.724825987565,0
sweep,#F5F5F5,1.6,274625,272412,8,2205,260801,61671,12,82669,0,5.123662775020203,-0.14794338821647912,16.724825987565,0
sweep,#F5F5F5,1.625,274625,272351,8,2266,262458,62463,12,83580,0,5.250961660201433,-0.1539897576907565,16.845225200310498,0
sweep,#F5F5F5,1.65,274625,272306,8,2311,262458,63288,12,86074,0,5.362098545397616,-0.16002687968874607,16.845225200310498,0
sweep,#F5F5F5,1.675,274625,272247,8,2370,262458,63899,12,87188,0,5.489533931560461,-0.16605477540923808,16.91020156983987,0
sweep,#F5F5F5,1.7,274625,272228,8,2389,265364,66259,12,87989,0,5.588208764651874,-0.16728187288026675,16.95812745471785,0
sweep,#F5F5F5,1.725,274625,272224,8,2393,265364,67020,12,88803,0,5.699081395347672,-0.16728187288026675,16.95812745471785,0
sweep,#F5F5F5,1.75,274625,272221,8,2396,266625,67644,12,91282,0,5.807598008263192,-0.16728187288026675,17.064085548325696,0
sweep,#F5F5F5,1.775,274625,272221,8,2396,266625,68173,12,93711,0,5.901535572508837,-0.16728187288026675,17.064085548325696,0
sweep,#F5F5F5,1.8,274625,272223,8,2394,266625,68743,12,94643,0,6.007508148029652,-0.16728187288026675,17.064085548325696,0
sweep,#F5F5F5,1.825,274625,272220,8,2397,267766,69313,12,95219,0,6.104098814840228,-0.16728187288026675,17.163607584920634,0
sweep,#F5F5F5,1.85,274625,272218,8,2399,267766,69652,12,95878,0,6.190212467989332,-0.16728187288026675,17.163607584920634,0
sweep,#F5F5F5,1.875,274625,272217,8,2400,267766,72231,12,98385,0,6.286693746163797,-0.16728187288026675,17.163607584920634,0
sweep,#F5F5F5,1.9,274625,272205,8,2412,268793,72778,12,99136,0,6.3821791245658535,-0.16728187288026675,17.257160593876534,0
sweep,#F5F5F5,1.925,274625,272196,8,2421,268793,73100,12,99567,0,6.457846828777067,-0.16728187288026675,17.257160593876534,0
sweep,#F5F5F5,1.95,274625,272193,8,2424,268793,73560,12,100087,0,6.541562059190505,-0.16728187288026675,17.257160593876534,0
sweep,#F5F5F5,1.975,274625,272190,8,2427,268793,73967,12,100654,0,6.635782463293642,-0.16728187288026675,17.257160593876534,0
sweep,#F5F5F5,2.0,274625,272180,8,2437,269712,74274,12,101033,0,6.711480731177143,-0.16728187288026675,17.345173911131308,0
sweep,#FFFFFF,0.0,274625,0,1,274624,0,0,156065,0,99866,-3.528491107377869,-20.0,0.0,0
sweep,#FFFFFF,0.025,274625,0,1,274624,0,0,156065,0,99866,-3.5118380780150993,-19.975609756097562,0.0,0
sweep,#FFFFFF,0.05,274625,0,1,274624,0,0,156065,0,99866,-3.4945581699555754,-19.95,0.0,0
sweep,#FFFFFF,0.075,274625,0,1,274624,0,0,156065,0,99866,-3.476613045753387,-19.923076923076923,0.0,0
sweep,#FFFFFF,0.1,274625,0,1,274624,0,0,156065,0,99866,-3.4579610504185547,-19.894736842105264,0.0,0
sweep,#FFFFFF,0.125,274625,0,1,274624,0,0,156065,0,99866,-3.4385568344994675,-19.864864864864863,0.0,0
sweep,#FFFFFF,0.15,274625,0,1,274624,0,0,156065,0,99866,-3.418350923490064,-19.833333333333332,0.0,0
sweep,#FFFFFF,0.175,274625,0,1,274624,0,0,156065,0,99866,-3.3972892242759523,-19.8,0.0,0
sweep,#FFFFFF,0.2,274625,0,1,274624,0,0,156065,0,99866,-3.3753124574252458,-19.764705882352942,0.0,0
sweep,#FFFFFF,0.225,274625,0,1,274624,0,0,156065,0,99866,-3.3523555017632845,-19.727272727272727,0.0,0
sweep,#FFFFFF,0.25,274625,0,1,274624,0,0,156065,0,99866,-3.3283466347186508,-19.6875,0.0,0
sweep,#FFFFFF,0.275,274625,0,1,274624,0,0,156065,0,99866,-3.303206648224,-19.64516129032258,0.0,0
sweep,#FFFFFF,0.3,274625,0,1,274624,0,0,156065,0,99866,-3.2768478152776157,-19.6,0.0,0
sweep,#FFFFFF,0.325,274625,0,1,274624,0,0,156065,0,99866,-3.2491726763241946,-19.551724137931036,0.0,0
sweep,#FFFFFF,0.35,274625,0,1,274624,0,0,156065,0,99866,-3.2200726069965713,-19.5,0.0,0
sweep,#FFFFFF,0.375,274625,0,1,274624,0,0,156065,0,99866,-3.1894261189305637,-19.444444444444443,0.0,0
sweep,#FFFFFF,0.4,274625,0,1,274624,0,0,156065,0,99866,-3.157096832575785,-19.384615384615383,0.0,0
sweep,#FFFFFF,0.425,274625,0,1,274624,0,0,156065,0,99866,-3.1229310441393996,-19.32,0.0,0
sweep,#FFFFFF,0.45,274625,0,1,274624,0,0,156065,0,99866,-3.0867547865617055,-19.25,0.0,0
sweep,#FFFFFF,0.475,274625,0,1,274624,0,0,156065,0,99866,-3.0483702546647384,-19.17391304347826,0.0,0
sweep,#FFFFFF,0.5,274625,0,1,274624,0,0,156065,0,99866,-3.007551424363462,-19.09090909090909,0.0,0
sweep,#FFFFFF,0.525,274625,0,1,274624,0,0,156065,0,99866,-2.964038640745926,-19.0,0.0,0
sweep,#FFFFFF,0.55,274625,0,1,274624,0,0,156065,0,99866,-2.9175318734935063,-18.9,0.0,0
sweep,#FFFFFF,0.575,274625,0,1,274624,0,0,156065,0,99866,-2.867682230868286,-18.789473684210527,0.0,0
sweep,#FFFFFF,0.6,274625,0,1,274624,0,0,156065,0,99866,-2.81408117056134,-18.666666666666668,0.0,0
sweep,#FFFFFF,0.625,274625,0,1,274624,0,0,156065,0,99866,-2.756246624015363,-18.529411764705884,0.0,0
sweep,#FFFFFF,0.65,274625,0,1,274624,0,0,156065,0,99866,-2.693604923675867,-18.375,0.0,0
sweep,#FFFFFF,0.675,274625,0,1,274624,0,0,156065,0,99866,-2.6254669301060547,-18.2,0.0,0
sweep,#FFFFFF,0.7,274625,0,1,274624,0,0,156064,0,99866,-2.5509959978712042,-18.0,0.0,0
sweep,#FFFFFF,0.725,274625,0,1,274624,0,0,144581,0,99866,-2.4691642232080757,-17.76923076923077,0.0,0
sweep,#FFFFFF,0.75,274625,0,1,274624,0,0,126476,0,99866,-2.3786914764726688,-17.5,0.0,0
sweep,#FFFFFF,0.775,274625,0,1,274624,0,0,107299,0,99866,-2.2779584738257594,-17.18181818181818,0.0,0
sweep,#FFFFFF,0.8,274625,0,1,274624,0,0,90077,0,99866,-2.1648795014806193,-16.799999999999997,0.0,0
sweep,#FFFFFF,0.825,274625,0,1,274624,0,0,74452,0,98158,-2.0367101874307925,-16.333333333333336,0.0,0
sweep,#FFFFFF,0.85,274625,0,1,274624,0,0,60101,0,86004,-1.8897462631640332,-15.75,0.0,0
sweep,#FFFFFF,0.875,274625,0,1,274624,0,0,46843,0,70277,-1.7188299604858264,-15.0,0.0,0
sweep,#FFFFFF,0.9,274625,0,1,274624,0,0,34599,0,53730,-1.5164953304383586,-13.999999999999998,0.0,0
sweep,#FFFFFF,0.925,274625,0,1,274624,0,0,23860,0,38612,-1.271380727516865,-12.599999999999996,0.0,0
sweep,#FFFFFF,0.95,274625,0,1,274624,0,0,14753,0,24736,-0.9649932326393467,-10.500000000000004,0.0,0
sweep,#FFFFFF,0.975,274625,0,1,274624,0,0,6857,0,11956,-0.5642006366842853,-7.0000000000000036,0.0,0
sweep,#FFFFFF,1.0,274625,0,274625,0,0,0,0,0,0,-2.1975563532451146e-16,-2.1316282072803006e-14,1.0658141036401503e-14,0
sweep,#FFFFFF,1.025,274625,274617,8,0,117161,5851,0,9524,0,0.5350285553928464,0.0,6.738833644399188,0
sweep,#FFFFFF,1.05,274625,274617,8,0,156976,10791,0,17248,0,0.9691048561179044,0.0,9.92914285839628,0
sweep,#FFFFFF,1.075,274625,274617,8,0,177289,15422,0,24096,0,1.3595847061674955,0.0,11.813322573717452,0
sweep,#FFFFFF,1.1,274625,274617,8,0,195118,19214,0,29963,0,1.7189693837619109,0.0,13.388272074367997,0
sweep,#FFFFFF,1.125,274625,274617,8,0,205704,23207,0,35372,0,2.054585631404957,0.0,14.27589230377652,0
sweep,#FFFFFF,1.15,274625,274617,8,0,215306,26199,0,40244,0,2.3710615025086166,0.0,15.047363072219866,0
sweep,#FFFFFF,1.175,274625,274617,8,0,223972,29712,0,44177,0,2.67403059065504,0.0,15.716143992796951,0
sweep,#FFFFFF,1.2,274625,274617,8,0,227969,32252,0,48426,0,2.9544178970832817,0.0,16.016201562603058,0
sweep,#FFFFFF,1.225,274625,274617,8,0,231750,35501,0,52468,0,3.2272181684983674,0.0,16.295493492770458,0
sweep,#FFFFFF,1.25,274625,274617,8,0,238688,37570,0,55379,0,3.489739240720909,0.0,16.79769439978192,0
sweep,#FFFFFF,1.275,274625,274617,8,0,241857,39558,0,59027,0,3.735538194437825,0.0,17.023346975087563,0
sweep,#FFFFFF,1.3,274625,274617,8,0,244834,42428,0,61430,0,3.9727547603318003,0.0,17.233716951809253,0
sweep,#FFFFFF,1.325,274625,274617,8,0,247625,44161,0,64747,0,4.2021085816362795,0.0,17.429957529847965,0
sweep,#FFFFFF,1.35,274625,274617,8,0,247625,45716,0,68134,0,4.421915079692144,0.0,17.429957529847965,0
sweep,#FFFFFF,1.375,274625,274617,8,0,250236,48349,0,71444,0,4.628042086768261,0.0,17.613137913753857,0
sweep,#FFFFFF,1.4,274625,274617,8,0,252673,49767,0,73195,0,4.828288086645402,0.0,17.784247019621443,0
sweep,#FFFFFF,1.425,274625,274617,8,0,254942,50932,0,76318,0,5.026110138057017,0.0,17.94419776635521,0
sweep,#FFFFFF,1.45,274625,274617,8,0,254942,53509,0,78066,0,5.220436681543136,0.0,17.94419776635521,0
sweep,#FFFFFF,1.475,274625,274617,8,0,257049,54744,0,79406,0,5.394129195922074,0.0,18.093831685271176,0
sweep,#FFFFFF,1.5,274625,274617,8,0,259000,55767,0,82416,0,5.5743577903830515,0.0,18.233923652828484,0
sweep,#FFFFFF,1.525,274625,274617,8,0,259000,56739,0,83697,0,5.742994362270432,0.0,18.233923652828484,0
sweep,#FFFFFF,1.55,274625,274617,8,0,260801,59165,0,84871,0,5.905885909287647,0.0,18.36518660615872,0
sweep,#FFFFFF,1.575,274625,274617,8,0,260801,60098,0,87731,0,6.069314227691283,0.0,18.36518660615872,0
sweep,#FFFFFF,1.6,274625,274617,8,0,262458,60945,0,88895,0,6.218891476121747,0.0,18.4882761431516,0
sweep,#FFFFFF,1.625,274625,274617,8,0,262458,61695,0,89887,0,6.3722364437106425,0.0,18.4882761431516,0
sweep,#FFFFFF,1.65,274625,274617,8,0,263977,62354,0,92630,0,6.514991057529777,0.0,18.603794940816893,0
sweep,#FFFFFF,1.675,274625,274617,8,0,263977,64887,0,93566,0,6.654205784607482,0.0,18.603794940816893,0
sweep,#FFFFFF,1.7,274625,274617,8,0,265364,65702,0,94457,0,6.7980182341053075,0.0,18.712296949650664,0
sweep,#FFFFFF,1.725,274625,274617,8,0,265364,66293,0,95250,0,6.920637977089561,0.0,18.712296949650664,0
sweep,#FFFFFF,1.75,274625,274617,8,0,265364,66873,0,97981,0,7.061278606510946,0.0,18.712296949650664,0
sweep,#FFFFFF,1.775,274625,274617,8,0,266625,67401,0,98763,0,7.178650339154118,0.0,18.8142913395512,0
sweep,#FFFFFF,1.8,274625,274617,8,0,266625,67885,0,99503,0,7.296876642215354,0.0,18.8142913395512,0
sweep,#FFFFFF,1.825,274625,274617,8,0,266625,70473,0,100066,0,7.432722208983626,0.0,18.8142913395512,0
sweep,#FFFFFF,1.85,274625,274617,8,0,267766,70942,0,100607,0,7.5331848102863255,0.0,18.910246185864633,0
sweep,#FFFFFF,1.875,274625,274617,8,0,267766,71457,0,103502,0,7.642171632957878,0.0,18.910246185864633,0
sweep,#FFFFFF,1.9,274625,274617,8,0,267766,71830,0,104008,0,7.766491971941456,0.0,18.910246185864633,0
sweep,#FFFFFF,1.925,274625,274617,8,0,268793,72333,0,104548,0,7.86451198563024,0.0,19.00059189350922,0
sweep,#FFFFFF,1.95,274625,274617,8,0,268793,72739,0,105133,0,7.960470154727937,0.0,19.00059189350922,0
sweep,#FFFFFF,1.975,274625,274617,8,0,268793,73056,0,105628,0,8.068301177895695,0.0,19.00059189350922,0
sweep,#FFFFFF,2.0,274625,274617,8,0,269712,75620,0,110635,0,8.179356166160376,0.0,19.08572436370701,0
sweep,#FAF7F2,0.0,274625,0,0,274625,0,0,147345,0,91344,-3.2376852496094486,-18.651265398439584,-0.0001232668170132456,0
sweep,#FAF7F2,0.025,274625,0,0,274625,0,0,147345,0,91344,-3.2216402058928426,-18.626960888166888,-0.00012018551691439505,0
sweep,#FAF7F2,0.05,274625,0,0,274625,0,0,147345,0,91344,-3.2050005405585607,-18.60144553039963,-0.00011710419782651194,0
sweep,#FAF7F2,0.075,274625,0,0,274625,0,0,147345,0,91344,-3.187730274629729,-18.574626527152525,-0.00011402285975004034,0
sweep,#FAF7F2,0.1,274625,0,0,274625,0,0,147345,0,91344,-3.169790343822454,-18.5464013492678,-0.00011094150268387004,0
sweep,#FAF7F2,0.125,274625,0,0,274625,0,0,147345,0,91344,-3.151138250926363,-18.51665642651206,-0.00010786012662866717,0
sweep,#FAF7F2,0.15,274625,0,0,274625,0,0,147345,0,91344,-3.131727669070057,-18.485265620229544,-0.00010477873158354356,0
sweep,#FAF7F2,0.175,274625,0,0,274625,0,0,147345,0,91344,-3.1115079874381033,-18.452088435241983,-0.00010169731754894329,0
sweep,#FAF7F2,0.2,274625,0,0,274625,0,0,147345,0,91344,-3.0904237892855004,-18.416967917537917,-9.861588452420023e-05,0
sweep,#FAF7F2,0.225,274625,0,0,274625,0,0,147345,0,91344,-3.068414249964511,-18.379728171391665,-9.553443250953642e-05,0
sweep,#FAF7F2,0.25,274625,0,0,274625,0,0,147345,0,91344,-3.0454124400246694,-18.340171413036607,-9.245296150428572e-05,0
sweep,#FAF7F2,0.275,274625,0,0,274625,0,0,147345,0,91344,-3.0213445151211995,-18.298074456729836,-8.93714715086702e-05,0
sweep,#FAF7F2,0.3,274625,0,0,274625,0,0,147345,0,91344,-2.996128770273812,-18.253184501401538,-8.628996252268983e-05,0
sweep,#FAF7F2,0.325,274625,0,0,274625,0,0,147345,0,91344,-2.9696745306947383,-18.20521404990248,-8.32084345456785e-05,0
sweep,#FAF7F2,0.35,274625,0,0,274625,0,0,147345,0,91344,-2.9418808445992326,-18.153834745113485,-8.012688757785824e-05,0
sweep,#FAF7F2,0.375,274625,0,0,274625,0,0,147345,0,91344,-2.9126349346445215,-18.098669843599538,-7.704532161856292e-05,0
sweep,#FAF7F2,0.4,274625,0,0,274625,0,0,147345,0,91344,-2.881810353257411,-18.039284962022663,-7.396373666823663e-05,0
sweep,#FAF7F2,0.425,274625,0,0,274625,0,0,147345,0,91344,-2.84926477219633,-17.97517661546788,-7.088213272621324e-05,0
sweep,#FAF7F2,0.45,274625,0,0,274625,0,0,147345,0,91344,-2.81483731697608,-17.9057579075145,-6.780050979271479e-05,0
sweep,#FAF7F2,0.475,274625,0,0,274625,0,0,147345,0,91344,-2.778345330456739,-17.83034051060954,-6.471886786707515e-05,0
sweep,#FAF7F2,0.5,274625,0,0,274625,0,0,147345,0,91344,-2.739580414370771,-17.74811176409382,-6.163720694951635e-05,0
sweep,#FAF7F2,0.525,274625,0,0,274625,0,0,147345,0,91344,-2.6983035490652756,-17.65810527356306,-5.855552703981637e-05,0
sweep,#FAF7F2,0.55,274625,0,0,274625,0,0,147345,0,91344,-2.654239024707167,-17.55916275336112,-5.54738281375311e-05,0
sweep,#FAF7F2,0.575,274625,0,0,274625,0,0,147345,0,91344,-2.6070668232979486,-17.449883910363166,-5.2392110242882595e-05,0
sweep,#FAF7F2,0.6,274625,0,0,274625,0,0,147345,0,91344,-2.5564129573501484,-17.32855975550801,-4.931037335564881e-05,0
sweep,#FAF7F2,0.625,274625,0,0,274625,0,0,147345,0,91344,-2.501837078215795,-17.19308257677584,-4.62286174751636e-05,0
sweep,#FAF7F2,0.65,274625,0,0,274625,0,0,147345,0,91344,-2.4428163834538674,-17.040822454462194,-4.314684260164903e-05,0
sweep,#FAF7F2,0.675,274625,0,0,274625,0,0,147345,0,91344,-2.37872442735172,-16.868454854258243,-4.006504873466099e-05,0
sweep,#FAF7F2,0.7,274625,0,0,274625,0,0,147345,0,91344,-2.3088027870055385,-16.671715087151455,-3.698323587486563e-05,0
sweep,#FAF7F2,0.725,274625,0,0,274625,0,0,138430,0,91344,-2.2321225130988576,-16.445040690022655,-3.390140402093067e-05,0
sweep,#FAF7F2,0.75,274625,0,0,274625,0,0,122334,0,91344,-2.147530643320671,-16.18103712593109,-3.081955317330021e-05,0
sweep,#FAF7F2,0.775,274625,0,0,274625,0,0,104509,0,91344,-2.0535743078844693,-15.86965583023192,-2.7737683331752194e-05,0
sweep,#FAF7F2,0.8,274625,0,0,274625,0,0,88139,0,91344,-1.9483902159536446,-15.496886115262605,-2.4655794496064587e-05,0
sweep,#FAF7F2,0.825,274625,0,0,274625,0,0,73273,0,90596,-1.8295387907980376,-15.042588803585396,-2.157388666601534e-05,0
sweep,#FAF7F2,0.85,274625,0,0,274625,0,0,59687,0,80339,-1.6937461460760928,-14.476733937785415,-1.8491959841604455e-05,0
sweep,#FAF7F2,0.875,274625,0,0,274625,0,0,47152,0,66333,-1.536484965522627,-13.752478949195744,-1.541001402238784e-05,0
sweep,#FAF7F2,0.9,274625,0,0,274625,0,0,35474,0,51025,-1.3512564557799938,-12.792487915086323,-1.2328049208143455e-05,0
sweep,#FAF7F2,0.925,274625,0,0,274625,0,0,24711,0,36663,-1.1282742901289962,-11.459295438881773,-9.24606539909334e-06,0
sweep,#FAF7F2,0.95,274625,0,0,274625,0,0,15216,0,23474,-0.8518288081523557,-9.48276757780526,-6.164062594793407e-06,0
sweep,#FAF7F2,0.975,274625,0,0,274625,0,0,7074,0,11301,-0.49431842870519505,-6.2491570108770595,-3.0820407954657014e-06,0
sweep,#FAF7F2,1.0,274625,0,274625,0,0,0,0,0,0,1.2468860718621284e-16,-1.2434497875801753e-14,2.1316282072803006e-14,0
sweep,#FAF7F2,1.025,274625,274333,8,284,125748,6064,0,9094,0,0.4653256094600886,-0.009513910437298989,5.843423199727912,0
sweep,#FAF7F2,1.05,274625,274279,8,338,159377,11272,0,16317,0,0.8437044472068093,-0.01900580000715202,9.085381208329135,0
sweep,#FAF7F2,1.075,274625,274234,8,383,181475,15639,0,23014,0,1.1820858462473647,-0.028475745075324355,11.016760009236213,0
sweep,#FAF7F2,1.1,274625,274186,8,431,195118,19940,0,28658,0,1.4925322953962632,-0.037923821654890943,12.076333954545124,0
sweep,#FAF7F2,1.125,274625,274150,8,467,207385,23356,1,33764,0,1.7831025808631813,-0.04735010540826323,13.04752273306164,0
sweep,#FAF7F2,1.15,274625,274106,8,511,213785,27058,1,37967,0,2.0552729781606818,-0.05675467164920889,13.72625792780048,0
sweep,#FAF7F2,1.175,274625,274069,8,548,222603,29932,1,42343,0,2.3142166309269285,-0.06613759534486441,14.382940597695033,0
sweep,#FAF7F2,1.2,274625,274031,8,586,226673,33233,1,46358,0,2.5575332328290283,-0.07549895111771576,14.686152255465977,0
sweep,#FAF7F2,1.225,274625,273998,8,619,232975,35600,1,49443,0,2.7912415608857564,-0.08483881324758613,15.045682602857493,0
sweep,#FAF7F2,1.25,274625,273964,8,653,236477,37768,1,53120,0,3.015049388745865,-0.09415725567359878,15.39651618749772,0
sweep,#FAF7F2,1.275,274625,273927,8,690,240833,40642,1,55586,0,3.226864123230876,-0.10345435199612218,15.703323185669152,0
sweep,#FAF7F2,1.3,274625,273895,8,722,243873,42521,2,58904,0,3.430427053010264,-0.11273017547871689,15.915531490012906,0
sweep,#FAF7F2,1.325,274625,273865,8,752,245795,44165,2,62253,0,3.6254400924744563,-0.12198479905005577,15.973686031996488,0
sweep,#FAF7F2,1.35,274625,273823,8,794,248525,46910,2,65347,0,3.810654825348741,-0.13121829530583007,16.167585089929396,0
sweep,#FAF7F2,1.375,274625,273795,8,822,250265,48301,6,67310,0,3.9895050985634244,-0.14043073651065718,16.336158337898553,0
sweep,#FAF7F2,1.4,274625,273759,8,858,251889,49644,6,70322,0,4.162004132452935,-0.14962219459995652,16.47014124613142,0
sweep,#FAF7F2,1.425,274625,273731,8,886,254213,52211,6,71993,0,4.332651241968066,-0.15879274118183417,16.63102886669614,0
sweep,#FAF7F2,1.45,274625,273696,8,921,254969,53431,6,73454,0,4.490099336523192,-0.16794244753892684,16.664389061622877,0
sweep,#FAF7F2,1.475,274625,273665,8,952,257049,54579,6,76420,0,4.644530971986934,-0.1706627080308305,16.78141723329593,0
sweep,#FAF7F2,1.5,274625,273635,8,982,258375,55688,6,77755,0,4.798318268015507,-0.1706627080308305,16.822686306497673,0
sweep,#FAF7F2,1.525,274625,273604,8,1013,259000,58097,6,78980,0,4.939211991687921,-0.1706627080308305,16.922098298543947,0
sweep,#FAF7F2,1.55,274625,273579,8,1038,260801,59090,6,81733,0,5.084851268562227,-0.1706627080308305,17.053801344874945,0
sweep,#FAF7F2,1.575,274625,273551,8,1066,261377,59990,6,82827,0,5.214585272201407,-0.1706627080308305,17.08111801475439,0
sweep,#FAF7F2,1.6,274625,273526,8,1091,262458,60835,6,83839,0,5.352232024408986,-0.1706627080308305,17.17719739901842,0
sweep,#FAF7F2,1.625,274625,273492,8,1125,262458,61498,6,86558,0,5.472825029129555,-0.1706627080308305,17.17719739901842,0
sweep,#FAF7F2,1.65,274625,273464,8,1153,263493,63928,6,87518,0,5.600428974522942,-0.1706627080308305,17.21109741761889,0
sweep,#FAF7F2,1.675,274625,273437,8,1180,263977,64776,6,88422,0,5.71538670000606,-0.1706627080308305,17.29290354427976,0
sweep,#FAF7F2,1.7,274625,273409,8,1208,264461,65514,6,89197,0,5.8314643777669595,-0.1706627080308305,17.3169099012301,0
sweep,#FAF7F2,1.725,274625,273386,8,1231,265364,66107,6,91862,0,5.947546489370621,-0.1706627080308305,17.401487066698667,0
sweep,#FAF7F2,1.75,274625,273360,8,1257,265805,66596,6,92670,0,6.052676790777504,-0.1706627080308305,17.424019807363916,0
sweep,#FAF7F2,1.775,274625,273329,8,1288,265805,67132,6,93353,0,6.162445103964832,-0.1706627080308305,17.424019807363916,0
sweep,#FAF7F2,1.8,274625,273307,8,1310,266625,69767,6,95784,0,6.2646180477502975,-0.1718953877566829,17.503469394095,0
sweep,#FAF7F2,1.825,274625,273276,8,1341,267025,70286,6,98428,0,6.361743617281656,-0.17715363519418048,17.524636483234794,0
sweep,#FAF7F2,1.85,274625,273251,8,1366,267025,70808,6,99239,0,6.463597491393631,-0.18240515445568128,17.524636483234794,0
sweep,#FAF7F2,1.875,274625,273228,8,1389,267766,71187,6,99775,0,6.55908870425503,-0.18764995844646037,17.59932980405412,0
sweep,#FAF7F2,1.9,274625,273207,8,1410,268127,71647,6,100393,0,6.647956429095474,-0.19288806003880232,17.619230417026795,0
sweep,#FAF7F2,1.925,274625,273170,8,1447,268127,72058,6,100874,0,6.737795087216394,-0.19811947207211844,17.619230417026795,0
sweep,#FAF7F2,1.95,274625,273146,8,1471,268793,72513,6,103471,0,6.835509818062224,-0.20334420735304626,17.689508889386836,0
sweep,#FAF7F2,1.975,274625,273120,8,1497,268793,75037,6,104171,0,6.912653314619369,-0.20856227865555432,17.689508889386836,0
sweep,#FAF7F2,2.0,274625,273096,8,1521,269117,75443,6,104466,0,6.993096464754078,-0.21377369872104346,17.70823414996683,0
sweep,#EEEEEE,0.0,274625,0,0,274625,0,0,136157,0,81395,-2.9038525797950046,-17.099852162484677,-1.0248654748412633e-05,0
sweep,#EEEEEE,0.025,274625,0,0,274625,0,0,136157,0,81395,-2.8886001745626007,-17.07566204841687,-9.992438379846647e-06,0
sweep,#EEEEEE,0.05,274625,0,0,274625,0,0,136157,0,81395,-2.8727929277982023,-17.05027259905425,-9.73622201128066e-06,0
sweep,#EEEEEE,0.075,274625,0,0,274625,0,0,136157,0,81395,-2.856397706181963,-17.0235923533161,-9.480005642492628e-06,0
sweep,#EEEEEE,0.1,274625,0,0,274625,0,0,136157,0,81395,-2.839378567969237,-16.995520307817536,-9.223789273704597e-06,0
sweep,#EEEEEE,0.125,274625,0,0,274625,0,0,136157,0,81395,-2.8216964499646964,-16.965944639083162,-8.96757290469452e-06,0
sweep,#EEEEEE,0.15,274625,0,0,274625,0,0,136157,0,81395,-2.8033088107171165,-16.93474121478425,-8.711356536128534e-06,0
sweep,#EEEEEE,0.175,274625,0,0,274625,0,0,136157,0,81395,-2.784169222490244,-16.901771852209112,-8.455140167340502e-06,0
sweep,#EEEEEE,0.2,274625,0,0,274625,0,0,136157,0,81395,-2.764226903060271,-16.86688227244049,-8.198923798774516e-06,0
sweep,#EEEEEE,0.225,274625,0,0,274625,0,0,136157,0,81395,-2.74342617653002,-16.829899686349673,-7.942707429986484e-06,0
sweep,#EEEEEE,0.25,274625,0,0,274625,0,0,136157,0,81395,-2.721705850036955,-16.790629932712108,-7.686491061420497e-06,0
sweep,#EEEEEE,0.275,274625,0,0,274625,0,0,136157,0,81395,-2.698998490339545,-16.74885406840513,-7.430274692410421e-06,0
sweep,#EEEEEE,0.3,274625,0,0,274625,0,0,136157,0,81395,-2.675229580626328,-16.704324284269834,-7.1740583238444344e-06,0
sweep,#EEEEEE,0.325,274625,0,0,274625,0,0,136157,0,81395,-2.6503165332806193,-16.656758985748088,-6.917841955056403e-06,0
sweep,#EEEEEE,0.35,274625,0,0,274625,0,0,136157,0,81395,-2.624167528450851,-16.605836831987855,-6.661625586490416e-06,0
