suite,background,method,n,improved,unchanged,worsened,clipped,gained3,lost3,gained45,lost45,mean_gain,min_gain,max_gain,background_distance_violations
sweep,#F2F6FA,0.175,274625,0,0,274625,0,0,145252,0,89336,-3.045291032638594,-18.139211821069644,-3.1505821140864754e-05,0
sweep,#F2F6FA,0.2,274625,0,0,274625,0,0,145252,0,89336,-3.0244275857486795,-18.104134988789102,-3.055112845506969e-05,0
sweep,#F2F6FA,0.225,274625,0,0,274625,0,0,145252,0,89336,-3.0026519734577386,-18.06694389972737,-2.959643394606637e-05,0
sweep,#F2F6FA,0.25,274625,0,0,274625,0,0,145252,0,89336,-2.9798984047364874,-18.027441458617922,-2.864173761429889e-05,0
sweep,#F2F6FA,0.275,274625,0,0,274625,0,0,145252,0,89336,-2.956094308240497,-17.985405286368717,-2.7687039459545204e-05,0
sweep,#F2F6FA,0.3,274625,0,0,274625,0,0,145252,0,89336,-2.9311594071289475,-17.94058353139659,-2.6732339482027356e-05,0
sweep,#F2F6FA,0.325,274625,0,0,274625,0,0,145252,0,89336,-2.9050046343572937,-17.89268981972366,-2.5777637681745347e-05,0
sweep,#F2F6FA,0.35,274625,0,0,274625,0,0,145252,0,89336,-2.877530854754619,-17.841397129910966,-2.482293405847713e-05,0
sweep,#F2F6FA,0.375,274625,0,0,274625,0,0,145252,0,89336,-2.8486273516742506,-17.78633031594207,-2.3868228612000664e-05,0
sweep,#F2F6FA,0.4,274625,0,0,274625,0,0,145252,0,89336,-2.8181700249436608,-17.727056916563075,-2.291352134298208e-05,0
sweep,#F2F6FA,0.425,274625,0,0,274625,0,0,145252,0,89336,-2.7860192323557973,-17.663075774740136,-2.195881225097729e-05,0
sweep,#F2F6FA,0.45,274625,0,0,274625,0,0,145252,0,89336,-2.752017187805435,-17.593802833305983,-2.100410133598629e-05,0
sweep,#F2F6FA,0.475,274625,0,0,274625,0,0,145252,0,89336,-2.7159848036343397,-17.518553254094066,-2.0049388598231133e-05,0
sweep,#F2F6FA,0.5,274625,0,0,274625,0,0,145252,0,89336,-2.677717830303587,-17.436518700319283,-1.9094674037267723e-05,0
sweep,#F2F6FA,0.525,274625,0,0,274625,0,0,145252,0,89336,-2.6369820995202056,-17.34673818374968,-1.8139957653762195e-05,0
sweep,#F2F6FA,0.55,274625,0,0,274625,0,0,145252,0,89336,-2.59350761204033,-17.24806024457334,-1.7185239447048417e-05,0
sweep,#F2F6FA,0.575,274625,0,0,274625,0,0,145252,0,89336,-2.5469811205099226,-17.139093300915338,-1.6230519417570477e-05,0
sweep,#F2F6FA,0.6,274625,0,0,274625,0,0,145252,0,89336,-2.497036728629404,-17.01813961317538,-1.527579756510633e-05,0
sweep,#F2F6FA,0.625,274625,0,0,274625,0,0,145252,0,89336,-2.4432438416056224,-16.883106187518795,-1.4321073889433933e-05,0
sweep,#F2F6FA,0.65,274625,0,0,274625,0,0,145252,0,89336,-2.3850915291105097,-16.731382642405556,-1.3366348391219418e-05,0
sweep,#F2F6FA,0.675,274625,0,0,274625,0,0,145252,0,89336,-2.321967951877805,-16.5596708049675,-1.2411621069574608e-05,0
sweep,#F2F6FA,0.7,274625,0,0,274625,0,0,145252,0,89336,-2.25313287529875,-16.36374221061274,-1.145689192538768e-05,0
sweep,#F2F6FA,0.725,274625,0,0,274625,0,0,136903,0,89336,-2.1776803088620147,-16.13808521830939,-1.0502160957992501e-05,0
sweep,#F2F6FA,0.75,274625,0,0,274625,0,0,121290,0,89336,-2.0944867236998856,-15.8753783087488,-9.54742816783316e-06,0
sweep,#F2F6FA,0.775,274625,0,0,274625,0,0,103804,0,89336,-2.0021376634643797,-15.565680747431243,-8.592693554687614e-06,0
sweep,#F2F6FA,0.8,274625,0,0,274625,0,0,87621,0,89336,-1.8988210229106366,-15.195146290049333,-7.637957118333816e-06,0
sweep,#F2F6FA,0.825,274625,0,0,274625,0,0,72969,0,88764,-1.7821671223494921,-14.743896286106057,-6.683218858993811e-06,0
sweep,#F2F6FA,0.85,274625,0,0,274625,0,0,59511,0,78977,-1.6490003719332096,-14.182332948550965,-5.7284787766676e-06,0
sweep,#F2F6FA,0.875,274625,0,0,274625,0,0,47117,0,65374,-1.4949367518643655,-13.464372322802163,-4.773736871577228e-06,0
sweep,#F2F6FA,0.9,274625,0,0,274625,0,0,35650,0,50344,-1.3136960005832568,-12.514108642203398,-3.818993143278604e-06,0
sweep,#F2F6FA,0.925,274625,0,0,274625,0,0,24968,0,36166,-1.0958450863032136,-11.197035691803114,-2.8642475919937738e-06,0
sweep,#F2F6FA,0.95,274625,0,0,274625,0,0,15443,0,23174,-0.8262923518469613,-9.249971389117334,-1.909500217722737e-06,0
sweep,#F2F6FA,0.975,274625,0,0,274625,0,0,7177,0,11160,-0.47864674913178085,-6.078816185912226,-9.54751020465494e-07,0
sweep,#F2F6FA,1.0,274625,0,274625,0,0,0,0,0,0,-1.2222741910285629e-16,-1.7763568394002505e-14,1.0658141036401503e-14,0
sweep,#F2F6FA,1.025,274625,274117,8,500,125748,6085,1,9070,0,0.4496986715698845,-0.006062119229198082,5.739426364278371,0
sweep,#F2F6FA,1.05,274625,274028,8,589,159377,11070,1,16341,0,0.8148921969450508,-0.012104876648376006,8.739454801917846,0
sweep,#F2F6FA,1.075,274625,273950,8,667,181475,15811,1,22637,0,1.1424898488729167,-0.01812836486920144,10.76787030034764,0
sweep,#F2F6FA,1.1,274625,273873,8,744,195118,19630,1,27789,0,1.4419461895797825,-0.02413267591363777,11.879162297156174,0
sweep,#F2F6FA,1.125,274625,273801,8,816,207385,23631,1,32747,0,1.7223422216321567,-0.030117901218637222,12.781775954860652,0
sweep,#F2F6FA,1.15,274625,273730,8,887,213785,26690,1,37320,0,1.9861391214897737,-0.03608413164077451,13.495093502536719,0
sweep,#F2F6FA,1.175,274625,273660,8,957,221197,30283,1,41634,0,2.2371774167468703,-0.04203145746084935,14.09988755433589,0
sweep,#F2F6FA,1.2,274625,273600,8,1017,226673,32813,1,44857,0,2.4716208095699512,-0.04795996838843841,14.412234632573405,0
sweep,#F2F6FA,1.225,274625,273531,8,1086,232975,35930,4,48575,0,2.69656857888452,-0.053869753566406775,14.76835960968242,0
sweep,#F2F6FA,1.25,274625,273459,8,1158,236477,38195,4,52063,0,2.91224603324425,-0.0597609015753755,15.024185096132612,0
sweep,#F2F6FA,1.275,274625,273399,8,1218,239777,40080,7,54634,0,3.1183904659212622,-0.06563350043814697,15.262369974269056,0
sweep,#F2F6FA,1.3,274625,273343,8,1274,242881,42953,7,58985,0,3.314893625968066,-0.07148763762408938,15.484211535404121,0
sweep,#F2F6FA,1.325,274625,273281,8,1336,245795,44659,7,61201,0,3.5024986153130957,-0.07732340005348037,15.690926475440182,0
sweep,#F2F6FA,1.35,274625,273213,8,1404,248525,46183,7,64327,0,3.6827838888522675,-0.0831408741018076,15.883650429651313,0
sweep,#F2F6FA,1.375,274625,273155,8,1462,250265,48954,7,66196,0,3.856537926402179,-0.08894014560402974,16.026901524923634,0
sweep,#F2F6FA,1.4,274625,273096,8,1521,251889,50380,7,67827,0,4.025225574303112,-0.0947212998587994,16.184938625440736,0
sweep,#F2F6FA,1.425,274625,273030,8,1587,253457,51665,7,70738,0,4.188153214163688,-0.10048442163264681,16.231272006081653,0
sweep,#F2F6FA,1.45,274625,272976,8,1641,254969,54135,7,72258,0,4.341153527960185,-0.10622959516411923,16.35614464213111,0
sweep,#F2F6FA,1.475,274625,272926,8,1691,257049,55406,7,75029,0,4.492941635209737,-0.10793673477980548,16.49412278364802,0
sweep,#F2F6FA,1.5,274625,272886,8,1731,258375,56402,7,76297,0,4.637553202002729,-0.10793673477980548,16.534619900275374,0
sweep,#F2F6FA,1.525,274625,272841,8,1776,259000,57454,12,77637,0,4.776712201438326,-0.10793673477980548,16.633837175951957,0
sweep,#F2F6FA,1.55,274625,272808,8,1809,260225,59773,12,80259,0,4.91486283058785,-0.10793673477980548,16.671740828948582,0
sweep,#F2F6FA,1.575,274625,272757,8,1860,261377,60701,12,81536,0,5.0432117672010595,-0.10793673477980548,16.77394041896389,0
sweep,#F2F6FA,1.6,274625,272720,8,1897,261929,61593,12,82502,0,5.173184000334258,-0.10793673477980548,16.80012558117254,0
sweep,#F2F6FA,1.625,274625,272682,8,1935,262458,62426,12,83453,0,5.293938488924655,-0.10793673477980548,16.88714385799727,0
sweep,#F2F6FA,1.65,274625,272641,8,1976,263493,63134,12,85950,0,5.414445971227797,-0.10793673477980548,16.920426567031672,0
sweep,#F2F6FA,1.675,274625,272603,8,2014,263977,65426,12,86848,0,5.531483536317156,-0.10793673477980548,17.002018272715286,0
sweep,#F2F6FA,1.7,274625,272566,8,2051,264461,66180,12,87742,0,5.640262829363752,-0.10793673477980548,17.010202541430285,0
sweep,#F2F6FA,1.725,274625,272529,8,2088,264923,66947,12,88387,0,5.756906619374465,-0.10793673477980548,17.033243713287803,0
sweep,#F2F6FA,1.75,274625,272487,8,2130,265805,67575,12,91035,0,5.855982277422427,-0.10793673477980548,17.117488985728635,0
sweep,#F2F6FA,1.775,274625,272449,8,2168,265805,68059,12,91830,0,5.959994897038987,-0.10793673477980548,17.117488985728635,0
sweep,#F2F6FA,1.8,274625,272416,8,2201,266625,68636,12,92458,0,6.067371969236728,-0.11048328580268674,17.21103665823413,0
sweep,#F2F6FA,1.825,274625,272391,8,2226,267405,69114,12,93035,0,6.155684679573351,-0.11383516380672631,17.218248470642806,0
sweep,#F2F6FA,1.85,274625,272393,8,2224,267405,71651,12,95497,0,6.251720747859537,-0.1171811206101796,17.218248470642806,0
sweep,#F2F6FA,1.875,274625,272391,8,2226,267766,72118,12,96117,0,6.353069678848156,-0.12052117188919009,17.23858788533958,0
sweep,#F2F6FA,1.9,274625,272395,8,2222,268469,72670,12,96772,0,6.434022694716234,-0.12385533326461129,17.312955067529874,0
sweep,#F2F6FA,1.925,274625,272385,8,2232,268469,73084,12,97253,0,6.5187027789556,-0.1271836203022536,17.312955067529874,0
sweep,#F2F6FA,1.95,274625,272380,8,2237,268793,73407,12,97773,0,6.610317483734663,-0.13050604851312597,17.332087759928974,0
sweep,#F2F6FA,1.975,274625,272381,8,2236,269117,73810,12,98156,0,6.6953593441399235,-0.13382263335367828,17.395668536493318,0
sweep,#F2F6FA,2.0,274625,272376,8,2241,269423,74213,12,102857,0,6.7684823229001605,-0.13713339022603854,17.40204458769661,0
sweep,#242424,0.0,274625,0,0,274625,0,0,192195,0,137201,-4.3732141136867195,-14.522910417680388,-1.931764079254883e-05,0
sweep,#242424,0.025,274625,0,0,274625,0,0,192195,0,137201,-4.2638900913882,-14.159837657238379,-1.883470886854255e-05,0
sweep,#242424,0.05,274625,0,0,274625,0,0,192195,0,137201,-4.154565797100283,-13.796764896796368,-1.83517764782426e-05,0
sweep,#242424,0.075,274625,0,0,274625,0,0,192195,0,137201,-4.045241227384871,-13.43369213635436,-1.786884362120489e-05,0
sweep,#242424,0.1,274625,0,0,274625,0,0,192195,0,137201,-3.9359163787400635,-13.070619375912349,-1.7385910298095553e-05,0
sweep,#242424,0.125,274625,0,0,274625,0,0,192195,0,137201,-3.8265912475985875,-12.70754661547034,-1.6902976508248457e-05,0
sweep,#242424,0.15,274625,0,0,274625,0,0,191712,0,137201,-3.717265830326167,-12.34447385502833,-1.642004225210769e-05,0
sweep,#242424,0.175,274625,0,0,274625,0,0,185175,0,137201,-3.6079401232198403,-11.981401094586321,-1.593710752945121e-05,0
sweep,#242424,0.2,274625,0,0,274625,0,0,170420,0,137201,-3.4986141225062304,-11.61832833414431,-1.545417234050106e-05,0
sweep,#242424,0.225,274625,0,0,274625,0,0,155958,0,137201,-3.389287824339751,-11.2552555737023,-1.497123668481315e-05,0
sweep,#242424,0.25,274625,0,0,274625,0,0,143609,0,137146,-3.279961224800766,-10.892182813260291,-1.4488300562831569e-05,0
sweep,#242424,0.275,274625,0,0,274625,0,0,132626,0,135637,-3.170634319893681,-10.52911005281828,-1.4005363974556317e-05,0
sweep,#242424,0.3,274625,0,0,274625,0,0,122913,0,131613,-3.0613071055449774,-10.166037292376274,-1.3522426919543307e-05,0
sweep,#242424,0.325,274625,0,0,274625,0,0,114218,0,124618,-2.9519795776011817,-9.802964531934261,-1.3039489398236626e-05,0
sweep,#242424,0.35,274625,0,0,274625,0,0,106275,0,115426,-2.842651731826765,-9.439891771492254,-1.255655141041423e-05,0
sweep,#242424,0.375,274625,0,0,274625,0,0,98966,0,106944,-2.7333235639019775,-9.076819011050244,-1.2073612956298163e-05,0
sweep,#242424,0.4,274625,0,0,274625,0,0,92196,0,99170,-2.6239950694206096,-8.713746250608231,-1.1590674035666382e-05,0
sweep,#242424,0.425,274625,0,0,274625,0,0,85948,0,91939,-2.514666243887673,-8.350673490166223,-1.1107734648518885e-05,0
sweep,#242424,0.45,274625,0,0,274625,0,0,80074,0,85346,-2.4053370827170104,-7.987600729724213,-1.062479479463363e-05,0
sweep,#242424,0.475,274625,0,0,274625,0,0,74513,0,79171,-2.2960075812288214,-7.624527969282204,-1.0141854474676748e-05,0
sweep,#242424,0.5,274625,0,0,274625,0,0,69193,0,73363,-2.1866777346471,-7.261455208840193,-9.658913687982107e-06,0
sweep,#242424,0.525,274625,0,0,274625,0,0,64037,0,67919,-2.0773475380969906,-6.898382448398184,-9.17597243521584e-06,0
sweep,#242424,0.55,274625,0,0,274625,0,0,59057,0,62800,-1.9680169866020427,-6.535309687956172,-8.693030715711814e-06,0
sweep,#242424,0.575,274625,0,0,274625,0,0,54293,0,57997,-1.8586860750813825,-6.172236927514165,-8.210088529914117e-06,0
sweep,#242424,0.6,274625,0,0,274625,0,0,49730,0,53441,-1.7493547983467697,-5.809164167072154,-7.72714587737866e-06,0
sweep,#242424,0.625,274625,0,0,274625,0,0,45213,0,49133,-1.6400231510995613,-5.446091406630146,-7.244202758327489e-06,0
sweep,#242424,0.65,274625,0,0,274625,0,0,40919,0,45015,-1.5306911279275626,-5.083018646188135,-6.761259173204692e-06,0
sweep,#242424,0.675,274625,0,0,274625,0,0,36820,0,41034,-1.421358723301763,-4.7199458857461245,-6.27831512156618e-06,0
sweep,#242424,0.7,274625,0,0,274625,0,0,32827,0,37202,-1.3120259315729577,-4.3568731253041175,-5.7953706034119534e-06,0
sweep,#242424,0.725,274625,0,0,274625,0,0,29168,0,33609,-1.2026927469682382,-3.993800364862105,-5.312425618519967e-06,0
sweep,#242424,0.75,274625,0,0,274625,0,0,25650,0,30131,-1.0933591635873645,-3.6307276044200982,-4.82948016733431e-06,0
sweep,#242424,0.775,274625,0,0,274625,0,0,22446,0,26669,-0.9840251753989909,-3.267654843978086,-4.3465342496329384e-06,0
sweep,#242424,0.8,274625,0,0,274625,0,0,19354,0,23465,-0.8746907762367583,-2.9045820835360754,-3.863587865637896e-06,0
sweep,#242424,0.825,274625,0,0,274625,0,0,16488,0,20286,-0.7653559597952369,-2.5415093230940684,-3.3806410151271393e-06,0
sweep,#242424,0.85,274625,0,0,274625,0,0,13714,0,17188,-0.6560207196257104,-2.178436562652058,-2.8976936981006673e-06,0
sweep,#242424,0.875,274625,0,0,274625,0,0,11133,0,14199,-0.5466850491318069,-1.8153638022100473,-2.4147459145584804e-06,0
sweep,#242424,0.9,274625,0,0,274625,0,0,8691,0,11223,-0.43734894156495363,-1.4522910417680368,-1.931797664722623e-06,0
sweep,#242424,0.925,274625,0,0,274625,0,0,6332,0,8339,-0.32801239001965743,-1.0892182813260298,-1.4488489481490063e-06,0
sweep,#242424,0.95,274625,0,0,274625,0,0,4170,0,5502,-0.2186753874286005,-0.7261455208840211,-9.658997652817192e-07,0
sweep,#242424,0.975,274625,0,0,274625,0,0,2044,0,2712,-0.10933792655753827,-0.36307276044200876,-4.829501158987171e-07,0
sweep,#242424,1.0,274625,0,274625,0,0,0,0,0,0,-1.207146454813188e-17,-3.552713678800501e-15,4.440892098500626e-16,0
sweep,#242424,1.025,274625,273571,8,1046,24578,1869,0,2618,0,0.1038257768604041,-0.005793111782779192,0.3500714924380457,0
sweep,#242424,1.05,274625,273578,8,1039,36297,3689,0,5039,0,0.20488160642561418,-0.011520591867042906,0.6746819934640964,0
sweep,#242424,1.075,274625,273578,8,1039,47644,5450,0,7450,0,0.3033270029943255,-0.016592053891576697,1.0120229901961437,0
sweep,#242424,1.1,274625,273482,8,1135,58625,7080,0,9701,0,0.39691377835866176,-0.021913690625833926,1.299518550672584,0
sweep,#242424,1.125,274625,273434,8,1183,69246,8631,0,11871,0,0.4887486547077907,-0.027247667989354518,1.5634288227072428,0
sweep,#242424,1.15,274625,273393,8,1224,69246,10155,0,13991,0,0.5770733950000768,-0.03252568571502179,1.8761145872486935,0
sweep,#242424,1.175,274625,273347,8,1270,89432,11587,0,15968,0,0.6627745086927054,-0.03622126688530791,2.105303978561235,0
sweep,#242424,1.2,274625,273285,8,1332,89432,12929,0,17890,0,0.7463552766866144,-0.04119270436724465,2.4060616897842664,0
sweep,#242424,1.225,274625,273244,8,1373,99009,14262,0,19838,0,0.8266413404117657,-0.04611561410526499,2.6018441619256283,0
sweep,#242424,1.25,274625,273212,8,1405,99009,15522,0,21579,0,0.9055970180553476,-0.04879727272625023,2.8909379576951384,0
sweep,#242424,1.275,274625,273163,8,1454,117161,16766,0,23278,0,0.9811872987656504,-0.05343243392632768,3.05461552017924,0
sweep,#242424,1.3,274625,273114,8,1503,117161,17873,0,24959,0,1.0557573377724299,-0.05802554875227628,3.33230784019554,0
sweep,#242424,1.325,274625,273077,8,1540,125748,19023,0,26613,0,1.127331315424167,-0.0625771867361733,3.4651703989960723,0
sweep,#242424,1.35,274625,273041,8,1576,125748,20060,0,28073,0,1.1976306132099588,-0.06514234570495381,3.7317219681496177,0
sweep,#242424,1.375,274625,273014,8,1603,134017,21198,0,29626,0,1.265816751829512,-0.06831420066211691,3.860847651538627,0
sweep,#242424,1.4,274625,272984,8,1633,134017,22163,0,31061,0,1.3320169164062647,-0.0725631084269256,4.090716980541609,0
sweep,#242424,1.425,274625,272962,8,1655,149625,23068,0,32443,0,1.3974714970999904,-0.07677655274144746,4.2961179663263565,0
sweep,#242424,1.45,274625,272937,8,1680,149625,23985,0,33825,0,1.4597948371522587,-0.08095497575329436,4.410815345288299,0
sweep,#242424,1.475,274625,272911,8,1706,149625,24882,0,35105,0,1.522119299444314,-0.08099353137355103,4.655860642248763,0
sweep,#242424,1.5,274625,272896,8,1721,156976,25827,0,36492,0,1.5816783979812394,-0.0849266522714398,4.721098539261938,0
sweep,#242424,1.525,274625,272874,8,1743,156976,26611,0,37776,0,1.6402341383688406,-0.08882947065080127,4.92820143280256,0
sweep,#242424,1.55,274625,272863,8,1754,164033,27450,0,38881,0,1.6983746034502656,-0.09270233536396644,5.135860069485039,0
sweep,#242424,1.575,274625,272841,8,1776,164033,28186,0,39978,0,1.7533207656678862,-0.0965455899289358,5.16490094155909,0
sweep,#242424,1.6,274625,272821,8,1796,164033,28998,0,41177,0,1.808267887094503,-0.09575651750246217,5.3894618520616575,0
sweep,#242424,1.625,274625,272820,8,1797,170802,29727,0,42291,0,1.8620843163951113,-0.09882946922264679,5.540473997577623,0
sweep,#242424,1.65,274625,272813,8,1804,170802,30426,0,43240,0,1.9135779727870543,-0.10241909478154199,5.582133629156756,0
sweep,#242424,1.675,274625,272802,8,1815,177289,31055,0,44313,0,1.965118641333102,-0.10598341606593209,5.796831076432019,0
sweep,#242424,1.7,274625,272785,8,1832,183500,31747,0,45415,0,2.015484514282321,-0.10952269970142026,5.935012526669992,0
sweep,#242424,1.725,274625,272779,8,1838,183500,32393,0,46363,0,2.0637248468603957,-0.11303720858088528,5.947437285526151,0
sweep,#242424,1.75,274625,272764,8,1853,183500,33026,0,47312,0,2.111966392944858,-0.11081943878365941,6.152521329854638,0
sweep,#242424,1.775,274625,272763,8,1854,189441,33680,0,48133,0,2.1596227888796595,-0.11348140865451262,6.319548644540864,0
sweep,#242424,1.8,274625,272758,8,1859,189441,34291,0,49098,0,2.20470992728094,-0.11676350790201462,6.319548644540864,0
sweep,#242424,1.825,274625,272741,8,1876,189441,34842,0,50023,0,2.2497974376125476,-0.12002446067067152,6.4587222734947645,0
sweep,#242424,1.85,274625,272734,8,1883,189441,35434,0,50982,0,2.29488519442088,-0.12326447067353263,6.654441130267331,0
sweep,#242424,1.875,274625,272733,8,1884,195118,35917,0,51732,0,2.337573266308667,-0.12648373901541565,6.694156146777644,0
sweep,#242424,1.9,274625,272735,8,1882,195118,36469,0,52537,0,2.379650596171799,-0.12834581162908387,6.717600680950724,0
sweep,#242424,1.925,274625,272725,8,1892,195118,36909,0,53390,0,2.4217289349241846,-0.12515802658322506,6.904200699866026,0
sweep,#242424,1.95,274625,272722,8,1895,200537,37380,0,54192,0,2.463316941470308,-0.12816173261900832,7.058909661068466,0
sweep,#242424,1.975,274625,272727,8,1890,200537,37893,0,54890,0,2.502525278435636,-0.13114778060743015,7.058909661068466,0
sweep,#242424,2.0,274625,272724,8,1893,200537,38492,0,55724,0,2.541734523258203,-0.13411632580310084,7.109025744976114,0
sweep,#F5F5F5,0.0,274625,0,0,274625,0,0,144727,0,88836,-3.153800010680636,-18.261973035868383,-1.3441708366590532e-05,0
sweep,#F5F5F5,0.025,274625,0,0,274625,0,0,144727,0,88836,-3.1379447882854135,-18.237695501209345,-1.3105670061630548e-05,0
sweep,#F5F5F5,0.05,274625,0,0,274625,0,0,144727,0,88836,-3.1215046568878417,-18.212209838808956,-1.276963153040711e-05,0
sweep,#F5F5F5,0.075,274625,0,0,274625,0,0,144727,0,88836,-3.1044443381389444,-18.18542356713044,-1.2433592773586355e-05,0
sweep,#F5F5F5,0.1,274625,0,0,274625,0,0,144727,0,88836,-3.0867255368783058,-18.157234518257965,-1.2097553790946236e-05,0
sweep,#F5F5F5,0.125,274625,0,0,274625,0,0,144727,0,88836,-3.0683066021069796,-18.127529535625925,-1.1761514582486754e-05,0
sweep,#F5F5F5,0.15,274625,0,0,274625,0,0,144727,0,88836,-3.049142140175677,-18.09618295584466,-1.1425475147985864e-05,0
sweep,#F5F5F5,0.175,274625,0,0,274625,0,0,144727,0,88836,-3.029182572002322,-18.063054831675487,-1.1089435487887656e-05,0
sweep,#F5F5F5,0.2,274625,0,0,274625,0,0,144727,0,88836,-3.008373624466543,-18.027988843158887,-1.075339560174804e-05,0
sweep,#F5F5F5,0.225,274625,0,0,274625,0,0,144727,0,88836,-2.9866557440656636,-17.99080983112593,-1.041735548978906e-05,0
sweep,#F5F5F5,0.25,274625,0,0,274625,0,0,144727,0,88836,-2.9639634183484227,-17.95132087097766,-1.0081315152010717e-05,0
sweep,#F5F5F5,0.275,274625,0,0,274625,0,0,144727,0,88836,-2.9402243874260887,-17.909299783555586,-9.745274588413011e-06,0
sweep,#F5F5F5,0.3,274625,0,0,274625,0,0,144727,0,88836,-2.915358723806657,-17.86449495258585,-9.409233798995942e-06,0
sweep,#F5F5F5,0.325,274625,0,0,274625,0,0,144727,0,88836,-2.889277753654131,-17.816620282409865,-9.07319278375951e-06,0
sweep,#F5F5F5,0.35,274625,0,0,274625,0,0,144727,0,88836,-2.8618827860020355,-17.76534908252419,-8.73715154248167e-06,0
sweep,#F5F5F5,0.375,274625,0,0,274625,0,0,144727,0,88836,-2.833063607987608,-17.71030660264276,-8.40111007560651e-06,0
sweep,#F5F5F5,0.4,274625,0,0,274625,0,0,144727,0,88836,-2.802696693189084,-17.65106085760113,-8.065068382689944e-06,0
sweep,#F5F5F5,0.425,274625,0,0,274625,0,0,144727,0,88836,-2.7706430557691712,-17.58711126687668,-7.729026463954014e-06,0
sweep,#F5F5F5,0.45,274625,0,0,274625,0,0,144727,0,88836,-2.7367456641297467,-17.517874476336587,-7.392984319398721e-06,0
sweep,#F5F5F5,0.475,274625,0,0,274625,0,0,144727,0,88836,-2.700826302433999,-17.442666511669756,-7.056941949024065e-06,0
sweep,#F5F5F5,0.5,274625,0,0,274625,0,0,144727,0,88836,-2.662681734169215,-17.36068010632295,-6.720899352830045e-06,0
sweep,#F5F5F5,0.525,274625,0,0,274625,0,0,144727,0,88836,-2.6220789752973577,-17.2709556098912,-6.384856530816663e-06,0
sweep,#F5F5F5,0.55,274625,0,0,274625,0,0,144727,0,88836,-2.5787494201503733,-17.17234325130335,-6.048813482983917e-06,0
sweep,#F5F5F5,0.575,274625,0,0,274625,0,0,144727,0,88836,-2.5323814731024665,-17.063453603319232,-5.712770209109763e-06,0
sweep,#F5F5F5,0.6,274625,0,0,274625,0,0,144727,0,88836,-2.482611211047035,-16.9425917079725,-5.376726709416246e-06,0
sweep,#F5F5F5,0.625,274625,0,0,274625,0,0,144727,0,88836,-2.4290104169653572,-16.807668209608675,-5.040682984125411e-06,0
sweep,#F5F5F5,0.65,274625,0,0,274625,0,0,144727,0,88836,-2.37107105351469,-16.656077554603392,-4.7046390327931675e-06,0
sweep,#F5F5F5,0.675,274625,0,0,274625,0,0,144727,0,88836,-2.3081848391455364,-16.484528081459242,-4.368594855419516e-06,0
sweep,#F5F5F5,0.7,274625,0,0,274625,0,0,144727,0,88836,-2.2396159672699065,-16.288800269132526,-4.032550452448547e-06,0
sweep,#F5F5F5,0.725,274625,0,0,274625,0,0,136513,0,88836,-2.1644640338397974,-16.06339501779148,-3.6965058236582138e-06,0
sweep,#F5F5F5,0.75,274625,0,0,274625,0,0,121016,0,88836,-2.081612667694718,-15.801008815880587,-3.360460968826473e-06,0
sweep,#F5F5F5,0.775,274625,0,0,274625,0,0,103623,0,88836,-1.9896567478496836,-15.491727504069745,-3.0244158883974137e-06,0
sweep,#F5F5F5,0.8,274625,0,0,274625,0,0,87489,0,88836,-1.8867965991403877,-15.12174533330684,-2.6883705819269466e-06,0
sweep,#F5F5F5,0.825,274625,0,0,274625,0,0,72877,0,88313,-1.7706795015180312,-14.671247748208067,-2.352325049637116e-06,0
sweep,#F5F5F5,0.85,274625,0,0,274625,0,0,59485,0,78635,-1.6381536920226587,-14.110743161123263,-2.0162792915279226e-06,0
sweep,#F5F5F5,0.875,274625,0,0,274625,0,0,47128,0,65125,-1.4848698449738402,-13.394333766096674,-1.6802333075993658e-06,0
sweep,#F5F5F5,0.9,274625,0,0,274625,0,0,35680,0,50182,-1.3046005329032264,-12.446464079214065,-1.3441870978514459e-06,0
sweep,#F5F5F5,0.925,274625,0,0,274625,0,0,24991,0,36018,-1.0879979854042854,-11.13335088725521,-1.008140662062118e-06,0
sweep,#F5F5F5,0.95,274625,0,0,274625,0,0,15506,0,23106,-0.8201193316746114,-9.19350478525758,-6.720940006754716e-07,0
sweep,#F5F5F5,0.975,274625,0,0,274625,0,0,7217,0,11114,-0.4748639641575359,-6.037585304261729,-3.3604711324741743e-07,0
sweep,#F5F5F5,1.0,274625,0,274625,0,0,0,0,0,0,-2.0525289857971296e-16,-2.1316282072803006e-14,1.0658141036401503e-14,0
sweep,#F5F5F5,1.025,274625,274037,8,580,125748,6067,0,9083,0,0.4462640497254084,-0.006274841327273961,5.710949449598797,0
sweep,#F5F5F5,1.05,274625,273930,8,687,156976,11164,0,16349,0,0.8086375027674898,-0.012539906321238803,8.571489949181728,0
sweep,#F5F5F5,1.075,274625,273831,8,786,177289,15835,0,22593,0,1.1337160439554697,-0.018795217811701903,10.593775383326433,0
sweep,#F5F5F5,1.1,274625,273743,8,874,195118,19713,0,27796,0,1.4308684632940767,-0.025040798557450117,11.829591128874426,0
sweep,#F5F5F5,1.125,274625,273654,8,963,205704,23719,2,32780,0,1.7088702251913213,-0.03127667124651268,12.701359602180434,0
sweep,#F5F5F5,1.15,274625,273575,8,1042,215306,26787,2,37424,0,1.9707212610817855,-0.03750285849644541,13.460737774944356,0
sweep,#F5F5F5,1.175,274625,273493,8,1124,219753,30352,2,41738,0,2.219221377801352,-0.04371938285459542,13.801995321810509,0
